,Gene,Promoter,CpG_chrm,CpG_beg,CpG_end
4630,GPR87,GPR87_1,chr3,151316809,151316869
4631,P2RY12,P2RY12_1,chr3,151384742,151384802
4632,IGSF10,IGSF10_5,chr3,151460717,151460777
4633,IGSF10,IGSF10_1,chr3,151461046,151461106
4634,IGSF10,IGSF10_2,chr3,151539255,151539315
4635,SUCNR1,SUCNR1_1,chr3,151873593,151873653
4636,MBNL1,MBNL1_1,chr3,152268882,152268942
4637,MBNL1,MBNL1_2,chr3,152298964,152299024
4638,ARHGEF26,ARHGEF26_1,chr3,154121380,154121440
4639,DHX36,DHX36_1,chr3,154324451,154324511
4640,MME,MME_3,chr3,155079633,155079693
4641,MME,MME_2,chr3,155079875,155079935
4642,MME,MME_4,chr3,155080044,155080104
4643,MME,MME_1,chr3,155080269,155080329
4644,PLCH1,PLCH1_1,chr3,155745060,155745120
4645,C3orf33,C3orf33_1,chr3,155806257,155806317
4646,SLC33A1,SLC33A1_1,chr3,155854395,155854455
4647,GMPS,GMPS_2,chr3,155854702,155854762
4648,GMPS,GMPS_1,chr3,155870612,155870672
4649,KCNAB1,KCNAB1_2,chr3,156290987,156291047
4650,KCNAB1,KCNAB1_4,chr3,156291431,156291491
4651,KCNAB1,KCNAB1_1,chr3,156291791,156291851
4652,SSR3,SSR3_1,chr3,156555096,156555156
4653,TIPARP,TIPARP_1,chr3,156674564,156674624
4654,TIPARP,TIPARP_2,chr3,156674833,156674893
4655,LEKR1,LEKR1_1,chr3,156826303,156826363
4656,CCNL1,CCNL1_1,chr3,157160136,157160196
4657,PTX3,PTX3_1,chr3,157436800,157436860
4658,PQLC2L,PQLC2L_1,chr3,157543262,157543322
4659,RSRC1,RSRC1_2,chr3,158105776,158105836
4660,SHOX2,SHOX2_1,chr3,158106219,158106279
4661,SHOX2,SHOX2_2,chr3,158106627,158106687
4662,RSRC1,RSRC1_1,chr3,158110039,158110099
4663,MLF1,MLF1_1,chr3,158571144,158571204
4664,GFM1,GFM1_1,chr3,158644534,158644594
4665,LXN,LXN_1,chr3,158672633,158672693
4666,RARRES1,RARRES1_1,chr3,158732446,158732506
4667,RARRES1,RARRES1_2,chr3,158732768,158732828
4668,MFSD1,MFSD1_2,chr3,158801748,158801808
4669,MFSD1,MFSD1_1,chr3,158802037,158802097
4670,IQCJ-SCHIP1,IQCJ-SCHIP1_1,chr3,159764042,159764102
4671,SCHIP1,SCHIP1_2,chr3,159764124,159764184
4672,SCHIP1,SCHIP1_1,chr3,159764424,159764484
4673,SCHIP1,SCHIP1_3,chr3,159839910,159839970
4674,SCHIP1,SCHIP1_6,chr3,159853216,159853276
4675,IL12A,IL12A_1,chr3,159988790,159988850
4676,IFT80,IFT80_1,chr3,160399205,160399265
4677,SMC4,SMC4_2,chr3,160399257,160399317
4678,IFT80,IFT80_2,chr3,160399519,160399579
4679,SMC4,SMC4_1,chr3,160399600,160399660
4680,IFT80,IFT80_4,chr3,160400323,160400383
4681,TRIM59,TRIM59_2,chr3,160449439,160449499
4682,TRIM59,TRIM59_1,chr3,160449749,160449809
4683,TRIM59,TRIM59_3,chr3,160449856,160449916
4684,KPNA4,KPNA4_2,chr3,160565436,160565496
4685,KPNA4,KPNA4_1,chr3,160565560,160565620
4686,PPM1L,PPM1L_1,chr3,160756073,160756133
4687,B3GALNT1,B3GALNT1_1,chr3,161105067,161105127
4688,B3GALNT1,B3GALNT1_2,chr3,161105278,161105338
4689,NMD3,NMD3_1,chr3,161221261,161221321
4690,SPTSSB,SPTSSB_1,chr3,161371506,161371566
4691,SPTSSB,SPTSSB_2,chr3,161372869,161372929
4692,SLITRK3,SLITRK3_2,chr3,165195891,165195951
4693,SLITRK3,SLITRK3_3,chr3,165196373,165196433
4694,SLITRK3,SLITRK3_1,chr3,165196860,165196920
4695,ZBBX,ZBBX_1,chr3,167380286,167380346
4696,PDCD10,PDCD10_1,chr3,167734881,167734941
4697,SERPINI1,SERPINI1_2,chr3,167735155,167735215
4698,SERPINI1,SERPINI1_1,chr3,167735673,167735733
4699,GOLIM4,GOLIM4_3,chr3,168095379,168095439
4700,GOLIM4,GOLIM4_2,chr3,168095619,168095679
4701,GOLIM4,GOLIM4_1,chr3,168095913,168095973
4702,MECOM,MECOM_2,chr3,169146525,169146585
4703,MECOM,MECOM_1,chr3,169663655,169663715
4704,ACTRT3,ACTRT3_2,chr3,169769540,169769600
4705,ACTRT3,ACTRT3_1,chr3,169769834,169769894
4706,ACTRT3,ACTRT3_3,chr3,169769994,169770054
4707,MYNN,MYNN_2,chr3,169772737,169772797
4708,MYNN,MYNN_1,chr3,169773355,169773415
4709,LRRC34,LRRC34_1,chr3,169812893,169812953
4710,SEC62,SEC62_1,chr3,169966761,169966821
4711,GPR160,GPR160_1,chr3,170037952,170038012
4712,GPR160,GPR160_2,chr3,170038147,170038207
4713,PHC3,PHC3_1,chr3,170181722,170181782
4714,PRKCI,PRKCI_1,chr3,170222386,170222446
4715,SKIL,SKIL_3,chr3,170356613,170356673
4716,SKIL,SKIL_1,chr3,170357665,170357725
4717,SKIL,SKIL_2,chr3,170358486,170358546
4718,CLDN11,CLDN11_1,chr3,170418818,170418878
4719,CLDN11,CLDN11_6,chr3,170419200,170419260
4720,CLDN11,CLDN11_5,chr3,170419906,170419966
4721,EIF5A2,EIF5A2_1,chr3,170908596,170908656
4722,TNIK,TNIK_1,chr3,171460394,171460454
4723,PLD1,PLD1_1,chr3,171810453,171810513
4724,FNDC3B,FNDC3B_1,chr3,172039569,172039629
4725,FNDC3B,FNDC3B_2,chr3,172040481,172040541
4726,GHSR,GHSR_1,chr3,172448482,172448542
4727,TNFSF10,TNFSF10_1,chr3,172523456,172523516
4728,ECT2,ECT2_1,chr3,172750676,172750736
4729,NLGN1,NLGN1_5,chr3,173395605,173395665
4730,NLGN1,NLGN1_1,chr3,173395902,173395962
4731,NLGN1,NLGN1_2,chr3,173398399,173398459
4732,NLGN1,NLGN1_4,chr3,173584603,173584663
4733,NLGN1,NLGN1_3,chr3,173584926,173584986
4734,NAALADL2,NAALADL2_1,chr3,174440945,174441005
4735,TBL1XR1,TBL1XR1_2,chr3,177196422,177196482
4736,TBL1XR1,TBL1XR1_3,chr3,177197214,177197274
4737,TBL1XR1,TBL1XR1_1,chr3,177197449,177197509
4738,KCNMB2,KCNMB2_3,chr3,178536186,178536246
4739,KCNMB2,KCNMB2_1,chr3,178536386,178536446
4740,ZMAT3,ZMAT3_1,chr3,179071794,179071854
4741,ZMAT3,ZMAT3_2,chr3,179072204,179072264
4742,ZNF639,ZNF639_2,chr3,179322843,179322903
4743,ZNF639,ZNF639_1,chr3,179322981,179323041
4744,MFN1,MFN1_1,chr3,179347685,179347745
4745,GNB4,GNB4_1,chr3,179451450,179451510
4746,ACTL6A,ACTL6A_1,chr3,179562876,179562936
4747,MRPL47,MRPL47_1,chr3,179604627,179604687
4748,NDUFB5,NDUFB5_1,chr3,179604757,179604817
4749,USP13,USP13_1,chr3,179652687,179652747
4750,USP13,USP13_2,chr3,179652990,179653050
4751,PEX5L,PEX5L_1,chr3,180036925,180036985
4752,PEX5L,PEX5L_2,chr3,180037033,180037093
4753,TTC14,TTC14_1,chr3,180602149,180602209
4754,FXR1,FXR1_1,chr3,180912621,180912681
4755,DNAJC19,DNAJC19_1,chr3,180989718,180989778
4756,ATP11B,ATP11B_1,chr3,182793454,182793514
4757,DCUN1D1,DCUN1D1_1,chr3,182980527,182980587
4758,MCCC1,MCCC1_1,chr3,183099485,183099545
4759,MCCC1,MCCC1_3,chr3,183099620,183099680
4760,MCCC1,MCCC1_2,chr3,183116169,183116229
4761,LAMP3,LAMP3_1,chr3,183162723,183162783
4762,B3GNT5,B3GNT5_1,chr3,183253203,183253263
4763,B3GNT5,B3GNT5_3,chr3,183253505,183253565
4764,B3GNT5,B3GNT5_4,chr3,183265272,183265332
4765,MCF2L2,MCF2L2_1,chr3,183428090,183428150
4766,MCF2L2,MCF2L2_2,chr3,183428918,183428978
4767,KLHL6,KLHL6_1,chr3,183555695,183555755
4768,KLHL24,KLHL24_1,chr3,183635573,183635633
4769,YEATS2,YEATS2_1,chr3,183697756,183697816
4770,YEATS2,YEATS2_2,chr3,183698053,183698113
4771,MAP6D1,MAP6D1_1,chr3,183825566,183825626
4772,PARL,PARL_2,chr3,183878247,183878307
4773,PARL,PARL_1,chr3,183884869,183884929
4774,PARL,PARL_4,chr3,183884981,183885041
4775,ABCC5,ABCC5_1,chr3,184017873,184017933
4776,EIF2B5,EIF2B5_2,chr3,184134958,184135018
4777,EIF2B5,EIF2B5_1,chr3,184135332,184135392
4778,DVL3,DVL3_2,chr3,184155059,184155119
4779,DVL3,DVL3_1,chr3,184155352,184155412
4780,AP2M1,AP2M1_1,chr3,184174805,184174865
4781,ABCF3,ABCF3_2,chr3,184186019,184186079
4782,ABCF3,ABCF3_1,chr3,184186149,184186209
4783,VWA5B2,VWA5B2_1,chr3,184229525,184229585
4784,VWA5B2,VWA5B2_2,chr3,184230329,184230389
4785,ALG3,ALG3_1,chr3,184248951,184249011
4786,ALG3,ALG3_2,chr3,184249473,184249533
4787,EEF1AKMT4,EEF1AKMT4_1,chr3,184249622,184249682
4788,CAMK2N2,CAMK2N2_2,chr3,184261381,184261441
4789,CAMK2N2,CAMK2N2_1,chr3,184261542,184261602
4790,ECE2,ECE2_2,chr3,184275978,184276038
4791,PSMD2,PSMD2_1,chr3,184299204,184299264
4792,EIF4G1,EIF4G1_1,chr3,184314556,184314616
4793,EIF4G1,EIF4G1_2,chr3,184315116,184315176
4794,FAM131A,FAM131A_1,chr3,184335879,184335939
4795,CLCN2,CLCN2_1,chr3,184361594,184361654
4796,CHRD,CHRD_1,chr3,184380006,184380066
4797,CHRD,CHRD_2,chr3,184380211,184380271
4798,EPHB3,EPHB3_1,chr3,184561738,184561798
4799,VPS8,VPS8_1,chr3,184812146,184812206
4800,C3orf70,C3orf70_1,chr3,185153044,185153104
4801,EHHADH,EHHADH_1,chr3,185254038,185254098
4802,MAP3K13,MAP3K13_1,chr3,185282926,185282986
4803,MAP3K13,MAP3K13_2,chr3,185363110,185363170
4804,TMEM41A,TMEM41A_1,chr3,185499024,185499084
4805,LIPH,LIPH_1,chr3,185552574,185552634
4806,SENP2,SENP2_1,chr3,185586259,185586319
4807,IGF2BP2,IGF2BP2_1,chr3,185825027,185825087
4808,TRA2B,TRA2B_1,chr3,185938003,185938063
4809,ETV5,ETV5_1,chr3,186109078,186109138
4810,DGKG,DGKG_3,chr3,186362001,186362061
4811,DGKG,DGKG_1,chr3,186362223,186362283
4812,DNAJB11,DNAJB11_3,chr3,186567290,186567350
4813,TBCCD1,TBCCD1_1,chr3,186567317,186567377
4814,DNAJB11,DNAJB11_1,chr3,186570670,186570730
4815,EIF4A2,EIF4A2_1,chr3,186783527,186783587
4816,RFC4,RFC4_1,chr3,186806452,186806512
4817,ST6GAL1,ST6GAL1_1,chr3,186930476,186930536
4818,ST6GAL1,ST6GAL1_2,chr3,187021805,187021865
4819,ST6GAL1,ST6GAL1_3,chr3,187025433,187025493
4820,RPL39L,RPL39L_1,chr3,187139485,187139545
4821,RTP4,RTP4_1,chr3,187368335,187368395
4822,SST,SST_1,chr3,187670381,187670441
4823,SST,SST_2,chr3,187670568,187670628
4824,BCL6,BCL6_1,chr3,187745457,187745517
4825,BCL6,BCL6_3,chr3,187774349,187774409
4826,LPP,LPP_1,chr3,188152971,188153031
4827,TP63,TP63_4,chr3,189631142,189631202
4828,P3H2,P3H2_4,chr3,190120420,190120480
4829,P3H2,P3H2_1,chr3,190120886,190120946
4830,CLDN1,CLDN1_1,chr3,190322430,190322490
4831,CLDN16,CLDN16_2,chr3,190322491,190322551
4832,IL1RAP,IL1RAP_1,chr3,190514040,190514100
4833,CCDC50,CCDC50_2,chr3,191329011,191329071
4834,CCDC50,CCDC50_1,chr3,191329371,191329431
4835,UTS2B,UTS2B_1,chr3,191330515,191330575
4836,FGF12,FGF12_2,chr3,192409025,192409085
4837,FGF12,FGF12_1,chr3,192727530,192727590
4838,MB21D2,MB21D2_2,chr3,192917845,192917905
4839,MB21D2,MB21D2_1,chr3,192918207,192918267
4840,HRASLS,HRASLS_1,chr3,193240933,193240993
4841,HRASLS,HRASLS_2,chr3,193241172,193241232
4842,ATP13A4,ATP13A4_1,chr3,193593100,193593160
4843,OPA1,OPA1_1,chr3,193593158,193593218
4844,HES1,HES1_1,chr3,194136098,194136158
4845,LRRC15,LRRC15_1,chr3,194369732,194369792
4846,TMEM44,TMEM44_1,chr3,194633408,194633468
4847,TMEM44,TMEM44_2,chr3,194633661,194633721
4848,LSG1,LSG1_1,chr3,194672180,194672240
4849,XXYLT1,XXYLT1_1,chr3,195271148,195271208
4850,ACAP2,ACAP2_1,chr3,195443003,195443063
4851,PPP1R2,PPP1R2_1,chr3,195543314,195543374
4852,TNK2,TNK2_2,chr3,195892714,195892774
4853,TNK2,TNK2_3,chr3,195895913,195895973
4854,TNK2,TNK2_4,chr3,195909476,195909536
4855,TNK2,TNK2_1,chr3,195909752,195909812
4856,TFRC,TFRC_1,chr3,196082079,196082139
4857,PCYT1A,PCYT1A_2,chr3,196287667,196287727
4858,PCYT1A,PCYT1A_1,chr3,196287924,196287984
4859,TCTEX1D2,TCTEX1D2_1,chr3,196318229,196318289
4860,TM4SF19,TM4SF19_2,chr3,196338538,196338598
4861,UBXN7,UBXN7_1,chr3,196432416,196432476
4862,RNF168,RNF168_1,chr3,196503677,196503737
4863,WDR53,WDR53_1,chr3,196568540,196568600
4864,FBXO45,FBXO45_1,chr3,196568621,196568681
4865,NRROS,NRROS_1,chr3,196639712,196639772
4866,CEP19,CEP19_1,chr3,196712237,196712297
4867,PIGX,PIGX_1,chr3,196712327,196712387
4868,PIGX,PIGX_2,chr3,196712530,196712590
4869,SENP5,SENP5_1,chr3,196867870,196867930
4870,NCBP2,NCBP2_1,chr3,196942515,196942575
4871,PIGZ,PIGZ_1,chr3,196968822,196968882
4872,MELTF,MELTF_1,chr3,197029775,197029835
4873,DLG1,DLG1_2,chr3,197298124,197298184
4874,DLG1,DLG1_1,chr3,197298592,197298652
4875,DLG1,DLG1_3,chr3,197299306,197299366
4876,BDH1,BDH1_1,chr3,197555955,197556015
4877,RUBCN,RUBCN_1,chr3,197736891,197736951
4878,FYTTD1,FYTTD1_1,chr3,197749836,197749896
4879,LRCH3,LRCH3_1,chr3,197791210,197791270
4880,IQCG,IQCG_2,chr3,197949885,197949945
4881,RPL35A,RPL35A_1,chr3,197950143,197950203
4882,IQCG,IQCG_1,chr3,197959980,197960040
4883,LMLN,LMLN_1,chr3,197960183,197960243
4884,ZNF718,ZNF718_1,chr4,124458,124518
4885,ZNF141,ZNF141_2,chr4,212571,212631
4886,ZNF141,ZNF141_1,chr4,337764,337824
4887,ZNF721,ZNF721_1,chr4,474139,474199
4888,ZNF721,ZNF721_2,chr4,499145,499205
4889,PIGG,PIGG_1,chr4,499190,499250
4890,ATP5I,ATP5I_1,chr4,674257,674317
4891,MYL5,MYL5_1,chr4,674492,674552
4892,MFSD7,MFSD7_2,chr4,689140,689200
4893,ATP5I,ATP5I_2,chr4,689166,689226
4894,MFSD7,MFSD7_3,chr4,689385,689445
4895,PCGF3,PCGF3_1,chr4,705787,705847
4896,MFSD7,MFSD7_1,chr4,781838,781898
4897,CPLX1,CPLX1_1,chr4,826118,826178
4898,GAK,GAK_1,chr4,932305,932365
4899,TMEM175,TMEM175_1,chr4,932410,932470
4900,DGKQ,DGKQ_1,chr4,973554,973614
4901,DGKQ,DGKQ_2,chr4,986921,986981
4902,IDUA,IDUA_1,chr4,986994,987054
4903,FGFRL1,FGFRL1_3,chr4,1011814,1011874
4904,FGFRL1,FGFRL1_2,chr4,1012091,1012151
4905,FGFRL1,FGFRL1_1,chr4,1012345,1012405
4906,RNF212,RNF212_1,chr4,1113541,1113601
4907,RNF212,RNF212_2,chr4,1136139,1136199
4908,SPON2,SPON2_1,chr4,1172572,1172632
4909,SPON2,SPON2_2,chr4,1172794,1172854
4910,SPON2,SPON2_3,chr4,1201419,1201479
4911,CTBP1,CTBP1_1,chr4,1249119,1249179
4912,CTBP1,CTBP1_2,chr4,1249976,1250036
4913,MAEA,MAEA_1,chr4,1289844,1289904
4914,UVSSA,UVSSA_3,chr4,1345656,1345716
4915,UVSSA,UVSSA_2,chr4,1347158,1347218
4916,FAM53A,FAM53A_1,chr4,1684291,1684351
4917,SLBP,SLBP_1,chr4,1712308,1712368
4918,TACC3,TACC3_2,chr4,1720581,1720641
4919,TMEM129,TMEM129_2,chr4,1721116,1721176
4920,TMEM129,TMEM129_1,chr4,1721242,1721302
4921,TACC3,TACC3_1,chr4,1721472,1721532
4922,TACC3,TACC3_3,chr4,1723366,1723426
4923,FGFR3,FGFR3_1,chr4,1793243,1793303
4924,LETM1,LETM1_1,chr4,1856140,1856200
4925,NSD2,NSD2_3,chr4,1856346,1856406
4926,LETM1,LETM1_2,chr4,1856348,1856408
4927,LETM1,LETM1_3,chr4,1857119,1857179
4928,NSD2,NSD2_1,chr4,1871343,1871403
4929,NELFA,NELFA_1,chr4,2008961,2009021
4930,C4orf48,C4orf48_1,chr4,2041949,2042009
4931,NAT8L,NAT8L_1,chr4,2059711,2059771
4932,HAUS3,HAUS3_3,chr4,2240835,2240895
4933,HAUS3,HAUS3_2,chr4,2241641,2241701
4934,HAUS3,HAUS3_1,chr4,2242110,2242170
4935,POLN,POLN_1,chr4,2242110,2242170
4936,MXD4,MXD4_1,chr4,2262098,2262158
4937,ZFYVE28,ZFYVE28_1,chr4,2364803,2364863
4938,ZFYVE28,ZFYVE28_2,chr4,2418634,2418694
4939,CFAP99,CFAP99_1,chr4,2418978,2419038
4940,RNF4,RNF4_1,chr4,2469070,2469130
4941,TNIP2,TNIP2_1,chr4,2756325,2756385
4942,SH3BP2,SH3BP2_1,chr4,2793035,2793095
4943,ADD1,ADD1_5,chr4,2793036,2793096
4944,SH3BP2,SH3BP2_2,chr4,2812241,2812301
4945,SH3BP2,SH3BP2_3,chr4,2818120,2818180
4946,ADD1,ADD1_3,chr4,2838212,2838272
4947,ADD1,ADD1_2,chr4,2844156,2844216
4948,MFSD10,MFSD10_2,chr4,2934176,2934236
4949,MFSD10,MFSD10_3,chr4,2934413,2934473
4950,MFSD10,MFSD10_1,chr4,2934814,2934874
4951,NOP14,NOP14_1,chr4,2963395,2963455
4952,GRK4,GRK4_1,chr4,2963521,2963581
4953,HTT,HTT_2,chr4,3042041,3042101
4954,HTT,HTT_3,chr4,3073743,3073803
4955,HTT,HTT_1,chr4,3074640,3074700
4956,RGS12,RGS12_1,chr4,3292987,3293047
4957,RGS12,RGS12_2,chr4,3370148,3370208
4958,DOK7,DOK7_1,chr4,3463261,3463321
4959,DOK7,DOK7_2,chr4,3485211,3485271
4960,LRPAP1,LRPAP1_1,chr4,3532411,3532471
4961,TMEM128,TMEM128_1,chr4,4248210,4248270
4962,LYAR,LYAR_1,chr4,4290135,4290195
4963,ZBTB49,ZBTB49_1,chr4,4290201,4290261
4964,NSG1,NSG1_2,chr4,4386485,4386545
4965,NSG1,NSG1_1,chr4,4387055,4387115
4966,STX18,STX18_1,chr4,4542002,4542062
4967,MSX1,MSX1_1,chr4,4859615,4859675
4968,CYTL1,CYTL1_1,chr4,5019447,5019507
4969,STK32B,STK32B_2,chr4,5051261,5051321
4970,STK32B,STK32B_1,chr4,5051467,5051527
4971,EVC2,EVC2_1,chr4,5708548,5708608
4972,EVC,EVC_1,chr4,5711153,5711213
4973,CRMP1,CRMP1_1,chr4,5888468,5888528
4974,CRMP1,CRMP1_2,chr4,5893073,5893133
4975,JAKMIP1,JAKMIP1_1,chr4,6200538,6200598
4976,WFS1,WFS1_1,chr4,6269832,6269892
4977,PPP2R2C,PPP2R2C_1,chr4,6472335,6472395
4978,PPP2R2C,PPP2R2C_2,chr4,6563540,6563600
4979,MAN2B2,MAN2B2_1,chr4,6575140,6575200
4980,MRFAP1,MRFAP1_1,chr4,6640635,6640695
4981,AC093323,AC093323_2,chr4,6673397,6673457
4982,AC093323,AC093323_3,chr4,6673910,6673970
4983,AC093323,AC093323_1,chr4,6674026,6674086
4984,S100P,S100P_1,chr4,6693828,6693888
4985,MRFAP1L1,MRFAP1L1_1,chr4,6709848,6709908
4986,KIAA0232,KIAA0232_1,chr4,6782682,6782742
4987,TBC1D14,TBC1D14_1,chr4,6909776,6909836
4988,TADA2B,TADA2B_1,chr4,7043322,7043382
4989,GRPEL1,GRPEL1_1,chr4,7068053,7068113
4990,SORCS2,SORCS2_1,chr4,7192518,7192578
4991,ABLIM2,ABLIM2_1,chr4,8158802,8158862
4992,ABLIM2,ABLIM2_2,chr4,8158911,8158971
4993,SH3TC1,SH3TC1_1,chr4,8199268,8199328
4994,SH3TC1,SH3TC1_2,chr4,8229168,8229228
4995,HTRA3,HTRA3_1,chr4,8269704,8269764
4996,ACOX3,ACOX3_1,chr4,8428437,8428497
4997,TRMT44,TRMT44_2,chr4,8436089,8436149
4998,ACOX3,ACOX3_2,chr4,8440712,8440772
4999,TRMT44,TRMT44_1,chr4,8440727,8440787
5000,GPR78,GPR78_1,chr4,8580526,8580586
5001,CPZ,CPZ_1,chr4,8592746,8592806
5002,HMX1,HMX1_1,chr4,8871816,8871876
5003,SLC2A9,SLC2A9_1,chr4,10021486,10021546
5004,WDR1,WDR1_1,chr4,10116749,10116809
5005,WDR1,WDR1_2,chr4,10116861,10116921
5006,ZNF518B,ZNF518B_1,chr4,10457389,10457449
5007,ZNF518B,ZNF518B_2,chr4,10461345,10461405
5008,CLNK,CLNK_1,chr4,10684850,10684910
5009,HS3ST1,HS3ST1_1,chr4,11428883,11428943
5010,RAB28,RAB28_1,chr4,13484329,13484389
5011,NKX3-2,NKX3-2_2,chr4,13544497,13544557
5012,NKX3-2,NKX3-2_1,chr4,13545022,13545082
5013,BOD1L1,BOD1L1_1,chr4,13627714,13627774
5014,CPEB2,CPEB2_1,chr4,15003778,15003838
5015,CC2D2A,CC2D2A_2,chr4,15469847,15469907
5016,FBXL5,FBXL5_1,chr4,15655326,15655386
5017,FAM200B,FAM200B_1,chr4,15681777,15681837
5018,FBXL5,FBXL5_2,chr4,15682487,15682547
5019,BST1,BST1_1,chr4,15703015,15703075
5020,CD38,CD38_1,chr4,15778278,15778338
5021,FGFBP2,FGFBP2_1,chr4,15963164,15963224
5022,PROM1,PROM1_2,chr4,16083690,16083750
5023,PROM1,PROM1_1,chr4,16084012,16084072
5024,TAPT1,TAPT1_1,chr4,16226460,16226520
5025,LDB2,LDB2_1,chr4,16898623,16898683
5026,LDB2,LDB2_2,chr4,16898768,16898828
5027,QDPR,QDPR_2,chr4,17511567,17511627
5028,QDPR,QDPR_1,chr4,17512079,17512139
5029,LAP3,LAP3_1,chr4,17577447,17577507
5030,MED28,MED28_1,chr4,17614596,17614656
5031,FAM184B,FAM184B_1,chr4,17781610,17781670
5032,NCAPG,NCAPG_1,chr4,17810942,17811002
5033,LCORL,LCORL_1,chr4,18021742,18021802
5034,LCORL,LCORL_2,chr4,18021949,18022009
5035,SLIT2,SLIT2_1,chr4,20252840,20252900
5036,SLIT2,SLIT2_2,chr4,20253159,20253219
5037,PACRGL,PACRGL_1,chr4,20700413,20700473
5038,KCNIP4,KCNIP4_3,chr4,21303978,21304038
5039,KCNIP4,KCNIP4_5,chr4,21697687,21697747
5040,ADGRA3,ADGRA3_1,chr4,22516055,22516115
5041,PPARGC1A,PPARGC1A_6,chr4,23881242,23881302
5042,PPARGC1A,PPARGC1A_1,chr4,23890036,23890096
5043,PPARGC1A,PPARGC1A_3,chr4,24472745,24472805
5044,DHX15,DHX15_1,chr4,24584519,24584579
5045,CCDC149,CCDC149_1,chr4,24913021,24913081
5046,LGI2,LGI2_1,chr4,25030935,25030995
5047,PI4K2B,PI4K2B_3,chr4,25159976,25160036
5048,SEPSECS,SEPSECS_1,chr4,25160396,25160456
5049,PI4K2B,PI4K2B_2,chr4,25160654,25160714
5050,PI4K2B,PI4K2B_1,chr4,25233983,25234043
5051,ZCCHC4,ZCCHC4_1,chr4,25312724,25312784
5052,ANAPC4,ANAPC4_1,chr4,25377222,25377282
5053,SLC34A2,SLC34A2_1,chr4,25655802,25655862
5054,SMIM20,SMIM20_2,chr4,25861697,25861757
5055,SEL1L3,SEL1L3_2,chr4,25862828,25862888
5056,SEL1L3,SEL1L3_1,chr4,25862977,25863037
5057,SMIM20,SMIM20_1,chr4,25914198,25914258
5058,RBPJ,RBPJ_3,chr4,26319696,26319756
5059,RBPJ,RBPJ_1,chr4,26320757,26320817
5060,RBPJ,RBPJ_2,chr4,26320964,26321024
5061,TBC1D19,TBC1D19_1,chr4,26584034,26584094
5062,STIM2,STIM2_3,chr4,26857470,26857530
5063,STIM2,STIM2_1,chr4,26860601,26860661
5064,STIM2,STIM2_2,chr4,26860791,26860851
5065,STIM2,STIM2_4,chr4,26861246,26861306
5066,PCDH7,PCDH7_2,chr4,30720036,30720096
5067,PCDH7,PCDH7_1,chr4,30720326,30720386
5068,ARAP2,ARAP2_3,chr4,36244364,36244424
5069,ARAP2,ARAP2_2,chr4,36244499,36244559
5070,ARAP2,ARAP2_1,chr4,36244773,36244833
5071,ARAP2,ARAP2_5,chr4,36255821,36255881
5072,C4orf19,C4orf19_1,chr4,37453875,37453935
5073,RELL1,RELL1_1,chr4,37686365,37686425
5074,PGM2,PGM2_1,chr4,37826668,37826728
5075,TBC1D1,TBC1D1_1,chr4,37891037,37891097
5076,KLF3,KLF3_1,chr4,38664149,38664209
5077,TLR10,TLR10_1,chr4,38782979,38783039
5078,TLR1,TLR1_1,chr4,38804780,38804840
5079,TLR10,TLR10_2,chr4,38804789,38804849
5080,TLR6,TLR6_1,chr4,38856806,38856866
5081,TLR6,TLR6_2,chr4,38857743,38857803
5082,FAM114A1,FAM114A1_1,chr4,38867756,38867816
5083,TMEM156,TMEM156_1,chr4,39032380,39032440
5084,KLHL5,KLHL5_3,chr4,39045015,39045075
5085,WDR19,WDR19_1,chr4,39182479,39182539
5086,RFC1,RFC1_1,chr4,39366351,39366411
5087,LIAS,LIAS_2,chr4,39458487,39458547
5088,RPL9,RPL9_1,chr4,39458904,39458964
5089,LIAS,LIAS_1,chr4,39459010,39459070
5090,UGDH,UGDH_1,chr4,39527528,39527588
5091,SMIM14,SMIM14_1,chr4,39638854,39638914
5092,SMIM14,SMIM14_2,chr4,39639077,39639137
5093,UBE2K,UBE2K_1,chr4,39698095,39698155
5094,PDS5A,PDS5A_2,chr4,39977647,39977707
5095,PDS5A,PDS5A_1,chr4,39977900,39977960
5096,N4BP2,N4BP2_1,chr4,40056800,40056860
5097,RHOH,RHOH_1,chr4,40196981,40197041
5098,RBM47,RBM47_1,chr4,40629853,40629913
5099,RBM47,RBM47_2,chr4,40630837,40630897
5100,NSUN7,NSUN7_2,chr4,40749676,40749736
5101,NSUN7,NSUN7_1,chr4,40749905,40749965
5102,APBB2,APBB2_1,chr4,41214478,41214538
5103,APBB2,APBB2_2,chr4,41216672,41216732
5104,UCHL1,UCHL1_1,chr4,41256878,41256938
5105,LIMCH1,LIMCH1_5,chr4,41360568,41360628
5106,LIMCH1,LIMCH1_1,chr4,41360757,41360817
5107,LIMCH1,LIMCH1_4,chr4,41538107,41538167
5108,PHOX2B,PHOX2B_1,chr4,41748714,41748774
5109,TMEM33,TMEM33_2,chr4,41934355,41934415
5110,TMEM33,TMEM33_1,chr4,41935087,41935147
5111,SLC30A9,SLC30A9_1,chr4,41990480,41990540
5112,SHISA3,SHISA3_1,chr4,42397438,42397498
5113,ATP8A1,ATP8A1_1,chr4,42657082,42657142
5114,KCTD8,KCTD8_1,chr4,44448795,44448855
5115,GUF1,GUF1_1,chr4,44678403,44678463
